STORED_PROCEDURE,PIVOT,COL_SCAN,FILES_SCANNED,WINDOW_FUNCTIONS,IN_SPROC,TABLE_ROWS,USAGE_TRACKING_REWRITERULES,STATEMENT_TYPE_ID,AGGREGATION_PLACEMENT,SAMPLE_CLAUSE,FILTER_PULLUP_FLATTEN,DUR_COMPILING,WAREHOUSE_SIZE,UNPIVOT,IS_RESTART,RECURSIVE_WITH,CONNECT_BY,LIMIT_PROJECTION_PUSHDOWN,FILTER_PUSHDOWN,LIMIT_NARY_UNION_ALL_PUSHDOWN,RUNTIME_PRUNING_MULTIPLE_BLOOM_FILTERS,IS_CACHE_HIT,NUM_TABLES,COL_PART_KEY,COL_JOIN_KEY,BYTES_SCANNED,TABLE_FILES,TOTAL_DURATION,FILTER_PUSHDOWN_FLATTEN,JAVASCRIPT,COL_GROUP_KEY,PRODUCED_ROWS,BLOOM_FILTER_HASH_SHARING,STORED_PROCEDURE_CHILD_JOB,JOIN_SKEW_HANDLING,BCAST_FAST_HT_MERGE,SMART_SCAN,USAGE_TRACKING_COMPILE,COL_JOIN_FILTER,AGGREGATION_ELIMINATION,DUR_GS_EXECUTING,SERVER_COUNT,USAGE_TRACKING_VISITORS,ROWS_SCANNED,IN_TASK,USAGE_TRACKING_IOEVENTS,DUR_XP_EXECUTING,QUALIFY_CLAUSE,COL_PART_ORDER_KEY,NARY_UNION_ALL,COL_PRUNING,LIMIT_LEFT_OUTER_JOIN_PUSHDOWN,COL_ORDER_KEY,HAS_OLTP_FLAG,HAS_RESTART,GS_JOB_CREDITS,JOB_CREDITS,NUM_EXTERNAL_TABLES,NUM_MVS,NUM_DATA_SHARING_TABLES,JOB_CREDITS.1,NUM_MVS_ON_EXTERNAL_TABLES,NUM_COPY_TARGET_TABLES,NUM_DATA_LAKE_TARGET_TABLES,VARIANT_COLUMN_ACCESS,QUEUE_TIME,XP_JOB_CREDITS,NUM_SO_MVS,NUM_CLUSTERED_OBJECTS,LATEST_CLUSTER_NUMBER,GS_MICRO_CREDITS,IO_REMOTE_EXTERNAL_WRITE_BYTES,JOB_WRITE_BYTES,JOB_READ_BYTES,NUM_CLONED_OBJECTS,FILES_CREATED,FILES_REGISTERED,GS_COPY_LOADABLE_EXTERNAL_FILES,FILTERED_FILES,STATS_FILES_SCANNED,NUM_MASKED_TABLES,SCAN_RSO,NUM_SHARED_TABLES_WITH_JOBS,NUM_TABLES_IN_SHARE,IS_ACCELERATED,NUM_TABLES_WITH_DS_TOOL_JOBS,FILES_ASSIGNED_TO_SCAN,EXTERNAL_FUNCTIONS,PYTHON_FUNCTIONS,JAVA_FUNCTIONS,NUM_ACCOUNT_USAGE_TABLES,NUM_TAGGED_TABLES,PYTHON_DS_FUNCTIONS
-1,-1,16,6,-1,0,498,-1,12544,-1,-1,-1,308,1,-1,0,-1,-1,-1,-1,-1,-1,0,5,0,10,73728,5,727,-1,-1,0,168,-1,-1,-1,-1,-1,-1,0,-1,186,1,-1,502,0,-1,129,-1,0,-1,0,-1,0,0,0,9.1e-05,0.0001249677778,0,0,0,0.0001249677778,0,0,0,0,0,3.396777777e-05,0,0,0.0,91,0,13312,43008,0,1,1,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,0
-1,-1,11,0,-1,0,0,-1,12544,-1,-1,-1,113,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,321,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,33,1,-1,0,0,-1,69,-1,0,-1,0,-1,0,0,0,3.8e-05,5.278888889e-05,0,0,0,5.278888889e-05,0,0,0,1,0,1.478888889e-05,0,0,0.0,38,0,10240,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,5,0,-1,1,0,-1,12544,-1,-1,-1,81,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,567,-1,-1,0,97724,-1,-1,-1,-1,-1,-1,0,-1,25,1,-1,0,1,-1,346,-1,0,-1,0,-1,0,0,0,3.4e-05,5.652666667e-05,0,0,0,5.652666667e-05,0,0,0,0,0,2.252666667e-05,0,0,1.0,34,0,2922496,1461248,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,11,0,-1,0,0,-1,12544,-1,-1,-1,69,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,466,-1,-1,0,5849,-1,-1,-1,-1,-1,-1,0,-1,67,1,-1,0,0,-1,194,-1,0,-1,0,-1,0,0,0,4e-05,0.000201,0,0,0,0.000201,0,0,0,0,0,0.000161,0,0,0.0,40,0,717824,363008,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
-1,-1,3,0,-1,1,0,-1,12544,-1,-1,-1,63,2,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,473,-1,-1,0,5638,-1,-1,-1,-1,-1,-1,0,-1,73,1,-1,0,1,-1,219,-1,0,-1,0,-1,0,0,0,3.7e-05,0.00015992,0,0,0,0.00015992,0,0,0,0,0,0.00012292,0,0,0.0,37,0,1142944,380928,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,28,58,-1,0,1243185,-1,12544,-1,-1,-1,662,4,-1,0,-1,-1,-1,-1,-1,-1,0,4,0,17,2085888,319,2663,-1,-1,18,6,-1,-1,-1,-1,-1,-1,0,-1,16,4,-1,55549,0,-1,537,-1,0,-1,9,-1,0,0,0,0.000122,0.0002769555556,0,0,0,0.0002769555556,0,1,1,9,1326,0.0001549555556,0,2,2.0,122,0,272544,1970848,0,5,5,0,48,58,0,0,0,0,0,0,58,0,0,0,0,0,0
-1,-1,8,1,-1,0,16,-1,12544,-1,-1,-1,88,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,2048,1,574,-1,-1,0,70321,-1,-1,-1,-1,-1,-1,0,-1,51,1,-1,16,0,-1,288,-1,0,-1,0,-1,0,0,0,4.3e-05,0.0008414166665,0,0,0,0.0008414166665,0,1,0,0,0,0.0007984166665,0,0,0.0,43,0,1387168,464384,0,1,1,0,0,2,0,100,0,0,0,0,2,0,0,0,0,0,0
-1,-1,4,0,-1,0,0,-1,12544,-1,-1,-1,106,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,581,-1,-1,0,43874,-1,-1,-1,-1,-1,-1,0,-1,98,1,-1,0,0,-1,250,-1,0,-1,1,-1,0,0,0,4.8e-05,0.0003027125,0,0,0,0.0003027125,0,0,0,1,0,0.0002547125,0,0,0.0,48,0,1162240,581120,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,11,0,-1,0,0,-1,12544,-1,-1,-1,1314,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,2618,-1,-1,0,6,-1,-1,-1,-1,-1,-1,0,-1,103,1,-1,0,1,-1,1036,-1,0,-1,0,-1,0,0,0,0.000251,0.0005575644444,0,0,0,0.0005575644444,0,0,0,1,0,0.0003065644444,0,0,0.0,251,0,25088,10752,0,1,1,0,25,1,0,0,1,1,0,0,1,0,0,0,0,0,0
-1,-1,20,0,-1,0,0,-1,12544,-1,-1,-1,27,2,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,289,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,45,1,-1,0,0,-1,121,-1,0,-1,0,-1,0,0,0,2.3e-05,0.0001543561111,0,0,0,0.0001543561111,0,0,0,0,0,0.0001313561111,0,0,0.0,23,0,12288,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,71,0,-1,1,0,-1,12544,-1,-1,-1,422,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,926,-1,-1,0,2996,-1,-1,-1,-1,-1,-1,0,-1,193,2,-1,0,1,-1,209,-1,0,-1,0,-1,0,0,0,0.000109,0.0001333022222,0,0,0,0.0001333022222,0,0,0,0,0,2.430222222e-05,0,0,0.0,109,0,1112576,565248,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
-1,-1,22,0,-1,0,0,-1,12544,-1,-1,-1,67,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,577,-1,-1,0,2308,-1,-1,-1,-1,-1,-1,0,-1,43,1,-1,0,0,-1,353,-1,0,-1,0,-1,0,0,0,3.4e-05,0.0004461625,0,0,0,0.0004461625,0,0,0,0,0,0.0004121625,0,0,0.0,34,0,2904064,1452032,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,17,2,-1,1,1615,-1,12544,-1,-1,-1,105,2,-1,0,-1,-1,-1,-1,-1,-1,0,2,0,2,198144,2,492,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,74,1,-1,1615,1,-1,18,-1,0,-1,4,-1,0,0,0,3.4e-05,3.516555556e-05,0,0,0,3.516555556e-05,0,0,0,0,248,1.165555556e-06,0,1,1.0,34,0,0,3584,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0
-1,-1,9,0,-1,0,0,-1,12544,-1,-1,-1,90,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,510,-1,-1,0,10259,-1,-1,-1,-1,-1,-1,0,-1,50,1,-1,0,0,-1,190,-1,0,-1,0,-1,0,0,0,4.7e-05,0.0005678525,0,0,0,0.0005678525,0,0,0,0,0,0.0005208525,0,0,0.0,47,0,260096,130048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,18,0,-1,0,0,-1,12544,-1,-1,-1,28,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,527,-1,-1,0,197,-1,-1,-1,-1,-1,-1,0,-1,45,1,-1,0,0,-1,292,-1,0,-1,0,-1,0,0,0,3.4e-05,0.0003555208333,0,0,0,0.0003555208333,0,0,0,0,0,0.0003215208333,0,0,0.0,34,0,637600,212480,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,12,0,-1,0,0,-1,12544,-1,-1,-1,25,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,250,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,24,1,-1,0,0,-1,81,-1,0,-1,0,-1,0,0,0,2.5e-05,8.397333333e-05,0,0,0,8.397333333e-05,0,0,0,2,0,5.897333333e-05,0,0,2.0,25,0,27648,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,41,1,-1,0,289,-1,12544,-1,-1,-1,102,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,130560,1,646,-1,-1,0,54482,-1,-1,-1,-1,-1,-1,0,-1,43,1,-1,289,0,-1,394,-1,0,-1,1,-1,0,0,0,3.8e-05,0.000258,0,0,0,0.000258,0,1,0,0,0,0.00022,0,0,0.0,38,0,3349504,1800704,0,1,1,0,0,2,0,100,0,0,0,0,2,0,0,0,0,0,0
-1,-1,18,3,-1,0,1077854,-1,12544,-1,-1,-1,157,8,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,5297152,100,14132,-1,-1,5,12,-1,-1,-1,-1,-1,-1,0,-1,48,3,-1,28751,0,-1,120,-1,0,-1,3,-1,0,0,0,5e-05,0.0001713888889,0,0,0,0.0001713888889,0,0,0,1,13683,0.0001213888889,0,1,0.0,50,0,75072,605504,0,1,1,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,27,8,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,313,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,76,1,-1,0,0,-1,99,-1,0,-1,0,-1,0,0,0,3.3e-05,0.00013086,0,0,0,0.00013086,0,0,0,0,0,9.786e-05,0,0,1.0,33,0,6144,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,48,8,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,8143,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,25,1,-1,0,0,-1,11,-1,0,-1,1,-1,0,0,0,2e-05,3.317333333e-05,0,0,0,3.317333333e-05,0,0,0,1,7998,1.317333333e-05,0,1,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,1,1,-1,0,36,-1,12544,-1,-1,-1,102,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,3072,1,523,-1,-1,0,36,-1,-1,-1,-1,-1,-1,0,-1,42,1,-1,36,0,-1,130,-1,0,-1,0,-1,0,0,0,3.8e-05,5.887333333e-05,0,0,0,5.887333333e-05,0,1,1,1,143,2.087333333e-05,0,0,0.0,38,0,9216,3072,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,5,172,-1,0,17815905,-1,12544,-1,-1,-1,374,4,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,1,8458752,241,2287,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,43,4,-1,147248,0,-1,602,-1,0,-1,5,-1,0,0,0,7e-05,0.0002627755556,0,0,0,0.0002627755556,0,0,0,2,1223,0.0001927755556,0,1,0.0,70,0,0,4860416,0,0,0,0,511,172,0,42,0,0,0,0,172,0,0,0,0,0,0
-1,-1,51,32,-1,0,31046989224,-1,12544,-1,-1,-1,187,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,131896320,415842,4938,-1,-1,0,1197,-1,-1,-1,-1,-1,-1,0,-1,23,1,-1,2791559,0,-1,4594,-1,0,-1,3,-1,0,0,0,5.2e-05,0.002352537778,0,0,0,0.002352537778,0,0,0,2,0,0.002300537778,0,0,0.0,52,0,124912544,133028352,0,1,1,0,32,33,0,4105,0,0,0,0,33,0,1,0,0,0,0
-1,-1,27,1,-1,0,505,-1,12544,-1,-1,-1,221,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,60928,1,948,-1,-1,0,505,-1,-1,-1,-1,-1,-1,0,-1,40,1,-1,505,0,-1,533,-1,0,-1,0,-1,0,0,0,6.1e-05,0.0001620277778,0,0,0,0.0001620277778,0,0,0,0,0,0.0001010277778,0,0,11.0,61,0,181760,60928,0,1,1,0,0,1,0,100,0,0,0,0,1,0,0,0,0,0,0
-1,-1,13,20,-1,1,919215,-1,12544,-1,-1,-1,186,2,-1,0,-1,-1,-1,-1,-1,-1,0,2,0,3,125116416,17,600,-1,-1,5,1,-1,-1,-1,-1,-1,-1,0,-1,26,2,-1,919224,1,-1,163,-1,0,-1,3,-1,0,0,0,6.2e-05,0.0001120477778,0,0,0,0.0001120477778,0,0,0,0,0,5.004777778e-05,0,0,0.0,62,0,5120,4608,0,1,1,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0
-1,-1,3,0,-1,1,0,-1,12544,-1,-1,-1,68,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,379,-1,-1,0,5185,-1,-1,-1,-1,-1,-1,0,-1,41,1,-1,0,0,-1,176,-1,0,-1,0,-1,0,0,0,3.1e-05,0.0001871,0,0,0,0.0001871,0,0,0,0,0,0.0001561,0,0,0.0,31,0,161280,53760,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,20,38,-1,0,46248,-1,12544,-1,-1,-1,170,8,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,520704,39,4350,-1,-1,0,87,-1,-1,-1,-1,-1,-1,0,-1,36,8,-1,6353,0,-1,276,-1,0,-1,3,-1,0,0,0,5.9e-05,0.0003104488889,0,0,0,0.0003104488889,0,0,0,1,3685,0.0002514488889,0,1,1.0,59,0,623264,532992,0,6,6,0,32,39,0,798,0,0,0,0,39,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,54,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,391,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,11,1,-1,0,0,-1,171,-1,0,-1,0,-1,0,0,0,3.3e-05,9.481333333e-05,0,0,0,9.481333333e-05,0,0,0,0,0,6.181333333e-05,0,0,4.0,33,0,5120,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,26,193,-1,0,4969138,-1,12544,-1,-1,-1,1209,1,-1,0,-1,-1,-1,-1,-1,-1,0,7,0,16,258849792,49,5030,-1,-1,8,12323,-1,-1,-1,-1,-1,-1,0,-1,121,1,-1,13466045,0,-1,3566,-1,0,-1,10,-1,0,0,0,0.000223,0.001308974167,0,0,0,0.001308974167,0,0,0,0,0,0.001085974167,0,0,1.0,223,0,40130656,64283872,0,1,1,0,23,63,0,673,1,8,0,0,168,0,0,0,0,0,0
-1,-1,10,1,-1,0,1,-1,12544,-1,-1,-1,164,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,8704,1,567,-1,-1,0,2519,-1,-1,-1,-1,-1,-1,0,-1,40,1,-1,1,0,-1,258,-1,0,-1,0,-1,0,0,0,4.7e-05,0.00013835,0,0,0,0.00013835,0,1,1,3,0,9.135e-05,0,0,0.0,47,0,2010112,1013248,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,47,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,366,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,10,1,-1,0,0,-1,170,-1,0,-1,0,-1,0,0,0,3e-05,9.168888889e-05,0,0,0,9.168888889e-05,0,0,0,0,0,6.168888889e-05,0,0,3.0,30,0,5120,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,4,0,-1,1,0,-1,12544,-1,-1,-1,91,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,180,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,32,1,-1,0,1,-1,10,-1,0,-1,0,-1,0,0,0,2.6e-05,3.2e-05,0,0,0,3.2e-05,0,0,0,0,0,6e-06,0,0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,5,0,-1,1,0,-1,12544,-1,-1,-1,249,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,510,-1,-1,0,4716,-1,-1,-1,-1,-1,-1,0,-1,34,1,-1,0,1,-1,105,-1,0,-1,0,-1,0,0,0,6e-05,0.000492,0,0,0,0.000492,0,0,0,0,0,0.000432,0,0,0.0,60,0,184320,61440,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,1,1,-1,0,1,-1,12544,-1,-1,-1,90,4,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,3072,1,358,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,11,1,-1,1,0,-1,134,-1,0,-1,0,-1,0,0,0,3.3e-05,8.2335e-05,0,0,0,8.2335e-05,0,0,0,0,0,4.9335e-05,0,0,1.0,33,0,9216,3072,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,16,0,-1,1,0,-1,12544,-1,-1,-1,94,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,528,-1,-1,0,28870,-1,-1,-1,-1,-1,-1,0,-1,51,1,-1,0,1,-1,259,-1,0,-1,0,-1,0,0,0,4e-05,5.551916667e-05,0,0,0,5.551916667e-05,0,0,0,0,0,1.551916667e-05,0,0,0.0,40,0,2906112,1453056,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,8,0,-1,1,0,-1,12544,-1,-1,-1,226,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,8526,-1,-1,0,29605,-1,-1,-1,-1,-1,-1,0,-1,29,3,-1,0,1,-1,479,-1,0,-1,0,-1,0,0,0,5.6e-05,6.4e-05,0,0,0,6.4e-05,0,0,0,0,7673,8e-06,0,0,0.0,56,0,2827936,950272,0,2,2,0,0,6,0,0,0,1,0,0,6,0,0,0,0,0,0
-1,-1,15,106,-1,0,16154965,-1,12544,-1,-1,-1,850,4,-1,0,-1,-1,-1,-1,-1,-1,0,4,0,2,5373440,773,9703,-1,-1,14,6,-1,-1,-1,-1,-1,-1,0,-1,14,4,-1,15631,0,-1,1868,-1,0,-1,13,-1,0,0,0,0.000151,0.0007161444444,0,0,0,0.0007161444444,0,0,0,8,6848,0.0005651444444,0,3,3.0,151,0,2237952,5293056,0,4,4,0,118,106,0,736,0,0,0,0,106,0,0,0,0,0,0
-1,-1,604,1,-1,0,1,-1,12544,-1,-1,-1,1242,2,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,86016,1,2139,-1,-1,0,4181,-1,-1,-1,-1,-1,-1,0,-1,49,2,-1,1,0,-1,701,-1,0,-1,1,-1,0,0,0,0.000218,0.001082,0,0,0,0.001082,0,1,0,0,0,0.000864,0,0,0.0,218,0,1504256,795136,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,64,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,200,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,63,1,-1,0,0,-1,10,-1,0,-1,0,-1,0,0,0,2.6e-05,2.87e-05,0,0,0,2.87e-05,0,0,0,0,0,2.7e-06,0,0,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1,-1,21,63,-1,0,4836,-1,12544,-1,-1,-1,572,4,-1,0,-1,-1,-1,-1,-1,-1,0,2,0,4,4511744,42,6094,-1,-1,21,1138,-1,-1,-1,-1,-1,-1,0,-1,11,4,-1,6811,0,-1,1169,-1,0,-1,3,-1,0,0,0,0.000114,0.0004709333333,0,0,0,0.0004709333333,0,0,0,7,4178,0.0003569333333,0,0,0.0,114,0,7295488,4505600,0,32,32,0,0,63,0,296,0,0,0,0,63,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,63,4,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,374,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,22,1,-1,0,0,-1,169,-1,0,-1,0,-1,0,0,0,3.1e-05,9.281333333e-05,0,0,0,9.281333333e-05,0,0,0,0,0,6.181333333e-05,0,0,3.0,31,0,6144,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,18,65,-1,0,154988,-1,12544,-1,-1,-1,122,8,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,3296256,91,9930,-1,-1,5,758,-1,-1,-1,-1,-1,-1,0,-1,72,8,-1,4928,0,-1,581,-1,0,-1,3,-1,0,0,0,5.4e-05,0.001184133333,0,0,0,0.001184133333,0,0,0,1,8992,0.001130133333,0,1,0.0,54,0,224768,1811968,0,3,3,0,65,70,0,210,0,0,0,0,70,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,102,8,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,169,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,20,1,-1,0,0,-1,14,-1,0,-1,1,-1,0,0,0,2.3e-05,2.3e-05,0,0,0,2.3e-05,0,0,0,1,0,0.0,0,1,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,46,8,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2010,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,38,1,-1,0,0,-1,13,-1,0,-1,0,-1,0,0,0,2.3e-05,3.892666667e-05,0,0,0,3.892666667e-05,0,0,0,0,1846,1.592666667e-05,0,0,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,0,0,-1,0,0,-1,12544,-1,-1,-1,79,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,280,-1,-1,0,249,-1,-1,-1,-1,-1,-1,0,-1,13,1,-1,0,0,-1,92,-1,0,-1,0,-1,0,0,0,2.8e-05,0.0001457944444,0,0,0,0.0001457944444,0,0,0,0,0,0.0001177944444,0,0,0.0,28,0,13312,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-1,1,1,-1,0,150463,-1,12544,-1,-1,-1,162,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,643072,1,988,-1,-1,0,150463,-1,-1,-1,-1,-1,-1,0,-1,322,1,-1,150463,0,-1,412,-1,0,-1,0,-1,0,0,0,8.8e-05,0.00026084,0,0,0,0.00026084,0,1,1,1,0,0.00017284,0,0,0.0,88,0,2558976,638976,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
-1,-1,5,3,-1,1,107,-1,12544,-1,-1,-1,122,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,29184,1,200,-1,-1,2,0,-1,-1,-1,-1,-1,-1,2,-1,15,1,-1,321,1,-1,26,-1,0,-1,1,-1,2,0,0,2.4e-05,3.315277778e-05,0,0,0,3.315277778e-05,0,0,0,0,0,9.152777778e-06,0,0,0.0,24,0,0,29184,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0
-1,-1,6,0,-1,0,0,-1,12544,-1,-1,-1,129,4,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,10340,-1,-1,2,14,-1,-1,-1,-1,-1,-1,0,-1,39,1,-1,0,0,-1,107,-1,0,-1,0,-1,0,0,0,4.2e-05,7.218888889e-05,0,0,0,7.218888889e-05,0,0,0,4,9953,3.018888889e-05,0,0,0.0,42,0,6144,2048,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-1,-1,6,2,-1,0,1763094,-1,12544,-1,-1,-1,401,4,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,459264,218,649,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,40,2,-1,794,0,-1,144,-1,0,-1,1,-1,0,0,0,7.7e-05,0.00011935,0,0,0,0.00011935,0,0,0,3,0,4.235e-05,0,1,0.0,77,0,459424,459264,0,0,0,0,12,2,0,0,0,0,0,0,2,0,0,0,0,0,0
-1,-1,73,2,-1,1,17302,-1,12544,-1,-1,-1,212,2,-1,0,-1,-1,-1,-1,-1,-1,0,2,0,2,2006016,2,1200,-1,-1,1,2,-1,-1,-1,-1,-1,-1,0,-1,70,2,-1,17302,1,-1,238,-1,0,-1,4,-1,0,0,0,6.1e-05,7.77e-05,0,0,0,7.77e-05,0,0,0,0,560,1.67e-05,0,1,1.0,61,0,44544,18432,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0
-1,-1,12,1,-1,0,1426,-1,12544,-1,-1,-1,29,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,39936,1,71,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,9,1,-1,1426,0,-1,12,-1,0,-1,2,-1,0,0,0,9e-06,1.074666667e-05,0,0,0,1.074666667e-05,0,0,0,0,0,1.746666667e-06,0,0,1.0,9,0,0,39936,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
